A,Time
100,0.000471808483134
1100,0.0054174775475
2100,0.010366218615
3100,0.0156564640322
4100,0.0202980047852
5100,0.0251753217795
6100,0.0324344652129
7100,0.0378616707704
8100,0.0449664460456
9100,0.0517397009815
10100,0.0571981385709
11100,0.0640256655623
12100,0.0709683926716
13100,0.0938159040675
14100,0.0944953287632
15100,0.101525607962
16100,0.104221802723
17100,0.115451510222
18100,0.12108377199
19100,0.130747781886
20100,0.136262539533
21100,0.141639825039
22100,0.15298806066
23100,0.172110512241
24100,0.181722554084
25100,0.178432950715
26100,0.185889982351
27100,0.193811654463
28100,0.20486344178
29100,0.209572822603
30100,0.220306145593
31100,0.234180335801
32100,0.237351667048
33100,0.250092288095
34100,0.246235900146
35100,0.258392584594
36100,0.269748500222
37100,0.275971098594
38100,0.286198821068
39100,0.291851818856
40100,0.304886328204
41100,0.315616579191
42100,0.329714513628
43100,0.326590286428
44100,0.334360150385
45100,0.34515670544
46100,0.351560295998
47100,0.363247219965
48100,0.366449271244
49100,0.385575306829
50100,0.380076933199
51100,0.394620820092
52100,0.394081427539
53100,0.403670685359
54100,0.426993333241
55100,0.424693682886
56100,0.431663802024
57100,0.450882765704
58100,0.45279252766
59100,0.472350691687
60100,0.471299554611
61100,0.485890801552
62100,0.487689203394
63100,0.499674111666
64100,0.51145524373
65100,0.513106189421
66100,0.529640478352
67100,0.541102890089
68100,0.546016815121
69100,0.54468714976
70100,0.556265785616
71100,0.580349522278
72100,0.570271047958
73100,0.586908760995
74100,0.599479653867
75100,0.593853792106
76100,0.604929387448
77100,0.62496115196
78100,0.625656448672
79100,0.630893190035
80100,0.652174747827
81100,0.646724758246
82100,0.653870493563
83100,0.672341680478
84100,0.675720627938
85100,0.715770332949
86100,0.691772100375
87100,0.692105156716
88100,0.730603244138
89100,0.721786083109
90100,0.731284204835
91100,0.735953137616
92100,0.755535365668
93100,0.751619585658
94100,0.76497076733
95100,0.778659613347
96100,0.788137255053
97100,0.789906216864
98100,0.816121667709
99100,0.801585972824
100100,0.834113878133
101100,0.829180497081
102100,0.835457367508
103100,0.854666347178
104100,0.845047393329
105100,0.87971674083
106100,0.871729020651
107100,0.896231317741
108100,0.892878994308
109100,0.91717802719
110100,0.901155738783
111100,0.927228597482
112100,0.941975236583
113100,0.948576971343
114100,0.949460940248
115100,0.946811081535
116100,0.978587626074
117100,0.97821335369
118100,1.00298137905
119100,1.00671437488
120100,1.01438363073
121100,1.01109146736
122100,1.0365192054
123100,1.04526289435
124100,1.04533099042
125100,1.03942967238
126100,1.04845572962
127100,1.08490735095
128100,1.06352748905
129100,1.10576778831
130100,1.08892937106
131100,1.11943999431
132100,1.10688727745
133100,1.13986471922
134100,1.13559309885
135100,1.15340457309
136100,1.14641064592
137100,1.1569302087
138100,1.17893983123
139100,1.16820343624
140100,1.17838328666
141100,1.19689236162
142100,1.20967983071
143100,1.20383867273
144100,1.2159159971
145100,1.22201238734
146100,1.23578084944
147100,1.24504703493
148100,1.28129641605
149100,1.26585857624
150100,1.27325928782
151100,1.28977463273
152100,1.29421342127
153100,1.30780421919
154100,1.30944697287
155100,1.3489306613
156100,1.38253863172
157100,1.38428813751
158100,1.35778289437
159100,1.37307532603
160100,1.3824252236
161100,1.40882525064
162100,1.39027598364
163100,1.40871517052
164100,1.41485175281
165100,1.43000056832
166100,1.43308741948
167100,1.47467312607
168100,1.45399854489
169100,1.46101525608
170100,1.46871497596
171100,1.47475325415
172100,1.49349272934
173100,1.50191206596
174100,1.51557351995
175100,1.51862529907
176100,1.52118632569
177100,1.53931191226
178100,1.55642962578
179100,1.58393403795
180100,1.56744096506
181100,1.57848968037
182100,1.58429141431
183100,1.59620489851
184100,1.60666686123
185100,1.61257918728
186100,1.6235329265
187100,1.62844480353
188100,1.64360462705
189100,1.64968258527
190100,1.66516957713
191100,1.67181815994
192100,1.68299615539
193100,1.70456033747
194100,1.74820735816
195100,1.74036479013
196100,1.77604303467
197100,1.76196609225
198100,1.7534141475
199100,1.78792528684
200100,1.83787836199
201100,1.85051965493
202100,1.8961949657
203100,1.83542792748
204100,1.85076029518
205100,1.85465354717
206100,1.84919613358
207100,1.87282879778
208100,1.88101671016
209100,1.89128078467
210100,1.87608947312
211100,1.9043972141
212100,1.90506383879
213100,1.94710522584
214100,1.89983247343
215100,1.90022748183
216100,1.90206223571
217100,1.91838558043
218100,1.93122936958
219100,1.97896701846
220100,1.99347301732
221100,1.97377968515
222100,1.96512764429
223100,1.97556887098
224100,1.99469618657
225100,1.97327408463
226100,1.98800433972
227100,1.99937049536
228100,2.00338048346
