A,Time
227800,5.12000524822e-06
227900,4.86400498545e-06
228000,5.12000524822e-06
228100,5.12000524822e-06
228200,4.86400498545e-06
228300,5.12000524111e-06
228400,5.12000524111e-06
228500,4.86400497834e-06
228600,5.12000524111e-06
228700,4.86400497834e-06
228800,5.12000524111e-06
228900,5.12000524111e-06
229000,5.12000524111e-06
229100,5.12000524822e-06
229200,5.12000524822e-06
229300,5.12000524111e-06
229400,5.12000524111e-06
229500,5.12000524111e-06
229600,4.86400497834e-06
229700,5.12000524111e-06
229800,5.12000524111e-06
229900,5.12000524111e-06
230000,4.86400497834e-06
230100,5.12000524111e-06
230200,5.12000524822e-06
230300,5.12000524822e-06
230400,4.86400498545e-06
230500,5.12000524111e-06
230600,4.86400497834e-06
230700,4.86400497834e-06
230800,5.12000524111e-06
230900,5.12000524111e-06
231000,4.86400497834e-06
231100,5.63200576664e-06
231200,5.12000524822e-06
231300,4.86400498545e-06
231400,4.86400497834e-06
231500,4.86400497834e-06
231600,5.12000524111e-06
231700,5.12000524111e-06
231800,5.12000524111e-06
231900,4.86400497834e-06
232000,5.12000524111e-06
232100,5.12000524822e-06
232200,4.86400498545e-06
232300,4.86400498545e-06
232400,5.12000524111e-06
232500,5.12000524111e-06
232600,4.86400497834e-06
232700,5.12000524111e-06
232800,5.12000524111e-06
232900,4.86400497834e-06
233000,5.12000524111e-06
233100,5.12000524111e-06
233200,5.12000524111e-06
233300,5.12000524822e-06
233400,4.86400498545e-06
233500,5.12000524822e-06
233600,5.12000524111e-06
233700,4.86400497834e-06
233800,5.12000524111e-06
233900,5.37600550388e-06
234000,5.12000524111e-06
234100,5.12000524111e-06
234200,5.12000524822e-06
234300,5.12000524822e-06
234400,5.12000524111e-06
234500,4.86400497834e-06
234600,5.12000524111e-06
234700,5.12000524111e-06
234800,5.12000524111e-06
234900,5.12000524111e-06
235000,5.12000524111e-06
235100,5.12000524111e-06
235200,4.86400498545e-06
235300,5.12000524822e-06
235400,5.12000524822e-06
235500,5.12000524111e-06
235600,4.86400497834e-06
235700,4.86400497834e-06
235800,5.12000524111e-06
235900,5.12000524111e-06
236000,4.86400497834e-06
236100,4.86400497834e-06
236200,5.12000524111e-06
236300,5.12000524822e-06
236400,5.12000524822e-06
236500,5.12000524822e-06
236600,5.12000524111e-06
236700,5.12000524111e-06
236800,4.86400497834e-06
236900,5.12000524111e-06
237000,5.12000524111e-06
237100,5.12000524111e-06
237200,5.12000524111e-06
237300,4.86400498545e-06
237400,4.86400498545e-06
237500,5.12000524111e-06
237600,5.12000524111e-06
237700,5.12000524111e-06
237800,4.86400497834e-06
237900,4.86400497834e-06
238000,5.12000524111e-06
238100,5.12000524111e-06
238200,5.12000524111e-06
238300,5.12000524822e-06
238400,5.12000524822e-06
238500,4.86400498545e-06
238600,5.12000524111e-06
238700,5.12000524111e-06
238800,5.12000524111e-06
238900,4.86400497834e-06
239000,5.12000524111e-06
239100,5.12000524111e-06
239200,5.12000524111e-06
239300,4.86400498545e-06
239400,5.12000524822e-06
239500,4.86400497834e-06
239600,4.86400497834e-06
239700,5.12000524111e-06
239800,5.12000524111e-06
239900,4.86400497834e-06
240000,4.86400497834e-06
240100,5.12000524111e-06
240200,4.86400498545e-06
240300,5.12000524822e-06
240400,5.12000524822e-06
240500,4.86400498545e-06
240600,4.86400497834e-06
240700,5.12000524111e-06
240800,5.12000524111e-06
240900,5.12000524111e-06
241000,5.12000524111e-06
241100,5.12000524111e-06
241200,5.12000524111e-06
241300,4.86400497834e-06
241400,5.12000524111e-06
241500,5.12000524822e-06
241600,4.86400498545e-06
241700,4.86400498545e-06
241800,5.12000524111e-06
241900,5.12000524111e-06
242000,5.12000524111e-06
242100,4.86400497834e-06
242200,5.12000524111e-06
242300,5.12000524111e-06
242400,4.86400497834e-06
242500,5.12000524111e-06
242600,5.12000524111e-06
242700,5.12000524822e-06
242800,5.12000524822e-06
242900,4.86400498545e-06
243000,4.86400497834e-06
243100,5.12000524111e-06
243200,5.12000524111e-06
243300,5.12000524111e-06
243400,5.12000524111e-06
243500,4.86400497834e-06
243600,5.12000524111e-06
243700,5.12000524111e-06
243800,5.12000524111e-06
243900,5.12000524822e-06
244000,5.12000524822e-06
244100,4.86400498545e-06
244200,5.12000524111e-06
244300,5.12000524111e-06
244400,4.86400497834e-06
244500,5.12000524111e-06
244600,5.12000524111e-06
244700,4.86400497834e-06
244800,5.12000524111e-06
244900,5.12000524111e-06
245000,5.12000524111e-06
245100,5.12000524822e-06
245200,4.86400498545e-06
245300,5.12000524822e-06
245400,4.86400498545e-06
245500,5.12000524111e-06
245600,4.86400497834e-06
245700,5.12000524111e-06
245800,5.12000524111e-06
245900,5.12000524111e-06
246000,5.12000524111e-06
246100,5.12000524111e-06
246200,5.12000524111e-06
246300,5.12000524111e-06
246400,5.12000524822e-06
246500,5.12000524822e-06
246600,5.12000524822e-06
246700,4.86400497834e-06
246800,5.12000524111e-06
246900,5.12000524111e-06
247000,5.12000524111e-06
247100,4.86400497834e-06
247200,5.12000524111e-06
247300,4.86400497834e-06
247400,5.12000524111e-06
247500,5.12000524822e-06
247600,5.12000524822e-06
247700,5.12000524111e-06
247800,5.12000524111e-06
247900,5.12000524111e-06
248000,5.12000524111e-06
248100,4.86400497834e-06
248200,5.12000524111e-06
248300,5.12000524822e-06
248400,5.12000524822e-06
248500,5.12000524822e-06
248600,5.12000524111e-06
248700,5.12000524111e-06
248800,5.12000524111e-06
248900,5.12000524111e-06
249000,4.86400497834e-06
249100,5.12000524111e-06
249200,5.12000524111e-06
249300,5.12000524111e-06
249400,4.86400497834e-06
249500,4.86400498545e-06
249600,5.12000524822e-06
249700,4.86400498545e-06
249800,5.12000524111e-06
249900,5.12000524111e-06
250000,4.86400497834e-06
250100,4.86400497834e-06
250200,4.86400497834e-06
250300,5.63200576664e-06
250400,5.12000524111e-06
250500,5.12000524111e-06
250600,4.86400498545e-06
250700,5.12000524822e-06
250800,5.12000524822e-06
250900,5.12000524111e-06
251000,4.86400497834e-06
251100,5.12000524111e-06
251200,5.12000524111e-06
251300,5.12000524111e-06
251400,5.12000524111e-06
251500,5.12000524111e-06
251600,4.86400497834e-06
251700,5.12000524822e-06
251800,5.12000524822e-06
251900,4.86400498545e-06
252000,4.86400497834e-06
252100,5.12000524111e-06
252200,4.86400497834e-06
252300,4.86400497834e-06
252400,5.12000524111e-06
252500,5.12000524111e-06
252600,5.12000524111e-06
252700,5.12000524111e-06
252800,5.12000524111e-06
252900,5.12000524822e-06
253000,5.12000524822e-06
253100,4.86400498545e-06
253200,5.12000524111e-06
253300,5.12000524111e-06
253400,5.12000524111e-06
253500,4.86400497834e-06
253600,5.12000524111e-06
253700,4.86400497834e-06
253800,5.12000524111e-06
253900,4.86400498545e-06
254000,5.12000524822e-06
254100,4.86400498545e-06
254200,5.12000524822e-06
254300,4.86400498545e-06
254400,5.12000524111e-06
254500,4.86400497834e-06
254600,5.12000524111e-06
254700,5.12000524111e-06
254800,4.86400497834e-06
254900,5.12000524111e-06
255000,4.86400497834e-06
255100,5.12000524111e-06
255200,5.12000524822e-06
255300,5.12000524822e-06
255400,5.12000524822e-06
255500,5.12000524111e-06
255600,5.12000524111e-06
255700,5.12000524111e-06
255800,4.86400497834e-06
255900,4.86400497834e-06
256000,5.63200576664e-06
256100,5.12000524822e-06
256200,5.12000524822e-06
256300,5.12000524822e-06
256400,5.12000524111e-06
256500,5.12000524111e-06
256600,4.86400497834e-06
256700,4.86400497834e-06
256800,5.12000524111e-06
256900,4.86400497834e-06
257000,5.12000524111e-06
257100,5.12000524111e-06
257200,5.12000524111e-06
257300,5.12000524822e-06
257400,5.12000524822e-06
257500,4.86400498545e-06
257600,5.12000524111e-06
257700,5.12000524111e-06
257800,5.12000524111e-06
257900,5.12000524111e-06
258000,5.12000524111e-06
258100,5.12000524111e-06
258200,4.86400497834e-06
258300,5.12000524111e-06
258400,4.86400498545e-06
258500,5.12000524822e-06
258600,5.12000524822e-06
258700,4.86400497834e-06
258800,5.12000524111e-06
258900,4.86400497834e-06
259000,5.12000524111e-06
259100,5.12000524111e-06
259200,5.12000524111e-06
259300,5.12000524111e-06
259400,4.86400497834e-06
259500,4.86400498545e-06
259600,5.12000524822e-06
259700,5.12000524822e-06
259800,4.86400497834e-06
259900,5.12000524111e-06
260000,5.12000524111e-06
260100,4.86400497834e-06
260200,4.86400497834e-06
260300,5.12000524111e-06
260400,5.12000524111e-06
260500,5.12000524822e-06
260600,5.12000524822e-06
260700,5.12000524111e-06
260800,5.12000524111e-06
260900,4.86400497834e-06
261000,5.12000524111e-06
261100,5.12000524111e-06
261200,5.12000524111e-06
261300,5.12000524111e-06
261400,5.12000524111e-06
261500,5.12000524822e-06
261600,5.12000524822e-06
261700,4.86400498545e-06
261800,4.86400497834e-06
261900,5.12000524111e-06
262000,5.12000524111e-06
262100,5.12000524111e-06
262200,5.12000524111e-06
262300,5.12000524111e-06
262400,5.12000524111e-06
262500,5.12000524822e-06
262600,5.12000524822e-06
262700,5.12000524111e-06
262800,4.86400497834e-06
262900,5.12000524111e-06
263000,4.86400497834e-06
263100,4.86400497834e-06
263200,5.12000524111e-06
263300,4.86400497834e-06
263400,5.12000524111e-06
263500,4.86400498545e-06
263600,5.12000524822e-06
263700,5.12000524822e-06
263800,5.12000524111e-06
263900,5.12000524111e-06
264000,4.86400497834e-06
264100,5.12000524111e-06
264200,4.86400497834e-06
264300,5.12000524111e-06
264400,5.12000524111e-06
264500,4.86400498545e-06
264600,4.86400498545e-06
264700,5.12000524822e-06
264800,5.12000524111e-06
264900,5.12000524111e-06
265000,5.12000524111e-06
265100,5.12000524111e-06
265200,4.86400497834e-06
265300,5.12000524111e-06
265400,4.86400497834e-06
265500,5.12000524111e-06
265600,5.12000524111e-06
265700,5.12000524822e-06
265800,5.12000524822e-06
265900,5.12000524111e-06
266000,5.12000524111e-06
266100,4.86400497834e-06
266200,5.12000524111e-06
266300,5.12000524111e-06
266400,5.12000524111e-06
266500,5.12000524111e-06
266600,5.12000524111e-06
266700,6.14400629217e-06
266800,4.86400498545e-06
266900,5.12000524111e-06
267000,5.12000524111e-06
267100,5.12000524111e-06
267200,4.86400497834e-06
267300,5.12000524111e-06
267400,5.12000524111e-06
267500,5.12000524111e-06
267600,4.86400498545e-06
267700,5.12000524822e-06
267800,5.12000524111e-06
267900,5.12000524111e-06
268000,4.86400497834e-06
268100,5.12000524111e-06
268200,4.86400497834e-06
268300,5.12000524111e-06
268400,4.86400497834e-06
268500,5.12000524111e-06
268600,5.12000524822e-06
268700,5.12000524822e-06
268800,5.12000524111e-06
268900,5.12000524111e-06
269000,4.86400497834e-06
269100,5.12000524111e-06
269200,5.12000524111e-06
269300,5.37600550388e-06
269400,4.86400497834e-06
269500,5.12000524111e-06
269600,4.86400498545e-06
269700,5.12000524822e-06
269800,4.86400498545e-06
269900,4.86400497834e-06
270000,5.12000524111e-06
270100,5.12000524111e-06
270200,5.12000524111e-06
270300,4.86400497834e-06
270400,5.12000524111e-06
270500,5.12000524111e-06
270600,5.12000524111e-06
270700,5.12000524822e-06
270800,4.86400498545e-06
270900,4.86400497834e-06
271000,5.12000524111e-06
271100,5.12000524111e-06
271200,5.12000524111e-06
271300,5.12000524111e-06
271400,4.86400497834e-06
271500,4.86400497834e-06
271600,5.12000524111e-06
271700,4.86400498545e-06
271800,5.12000524822e-06
271900,5.12000524111e-06
272000,5.12000524111e-06
272100,5.12000524111e-06
272200,5.12000524111e-06
272300,5.12000524111e-06
272400,5.12000524822e-06
272500,5.12000524111e-06
272600,4.86400497834e-06
272700,5.12000524111e-06
272800,5.12000524111e-06
272900,4.86400497834e-06
273000,5.12000524111e-06
273100,5.12000524111e-06
273200,5.12000524111e-06
273300,5.12000524111e-06
273400,4.86400498545e-06
273500,5.12000524822e-06
273600,5.12000524822e-06
273700,4.86400498545e-06
273800,5.12000524111e-06
273900,4.86400497834e-06
274000,5.12000524111e-06
274100,4.86400497834e-06
274200,5.12000524111e-06
274300,4.86400497834e-06
274400,5.12000524111e-06
274500,4.86400497834e-06
274600,5.12000524111e-06
274700,5.12000524111e-06
274800,5.12000524822e-06
274900,5.12000524822e-06
275000,5.12000524111e-06
275100,4.86400497834e-06
275200,5.12000524111e-06
275300,4.86400497834e-06
275400,5.12000524111e-06
275500,5.12000524111e-06
275600,5.12000524111e-06
275700,5.12000524822e-06
275800,5.12000524822e-06
275900,4.86400498545e-06
276000,5.12000524111e-06
276100,4.86400497834e-06
276200,5.12000524111e-06
276300,5.12000524111e-06
276400,5.12000524111e-06
276500,5.12000524111e-06
276600,4.86400497834e-06
276700,5.12000524111e-06
276800,5.12000524111e-06
276900,4.86400498545e-06
277000,5.12000524822e-06
277100,5.12000524822e-06
277200,5.12000524111e-06
277300,5.12000524111e-06
277400,5.12000524111e-06
277500,5.12000524111e-06
277600,5.12000524111e-06
277700,5.12000524111e-06
277800,5.12000524111e-06
277900,5.12000524111e-06
278000,5.12000524111e-06
278100,5.12000524822e-06
278200,4.86400498545e-06
278300,5.12000524111e-06
278400,4.86400497834e-06
278500,5.12000524111e-06
278600,4.86400497834e-06
278700,4.86400497834e-06
278800,5.12000524111e-06
278900,4.86400497834e-06
279000,5.12000524111e-06
279100,5.12000524111e-06
279200,4.86400498545e-06
279300,4.86400498545e-06
279400,5.12000524822e-06
279500,5.12000524111e-06
279600,5.12000524111e-06
279700,4.86400497834e-06
279800,5.12000524111e-06
279900,5.12000524111e-06
280000,4.86400497834e-06
280100,5.12000524111e-06
280200,5.12000524111e-06
280300,5.12000524111e-06
280400,5.12000524822e-06
280500,5.12000524822e-06
280600,4.86400498545e-06
280700,5.12000524111e-06
280800,5.12000524111e-06
280900,5.12000524111e-06
281000,4.86400497834e-06
281100,4.86400497834e-06
281200,4.86400498545e-06
281300,5.12000524822e-06
281400,5.12000524822e-06
281500,4.86400498545e-06
281600,5.12000524111e-06
281700,4.86400497834e-06
281800,5.12000524111e-06
281900,5.12000524111e-06
282000,5.12000524111e-06
282100,5.12000524111e-06
282200,4.86400497834e-06
282300,4.86400498545e-06
282400,5.12000524822e-06
282500,5.12000524822e-06
282600,4.86400498545e-06
282700,5.12000524111e-06
282800,5.12000524111e-06
282900,4.86400497834e-06
283000,5.12000524111e-06
283100,5.63200576664e-06
283200,5.12000524111e-06
283300,4.86400498545e-06
283400,5.12000524822e-06
283500,5.12000524111e-06
283600,4.86400497834e-06
283700,5.12000524111e-06
283800,5.12000524111e-06
283900,5.12000524111e-06
284000,4.86400497834e-06
284100,5.12000524111e-06
284200,5.12000524111e-06
284300,5.12000524111e-06
284400,5.12000524822e-06
284500,5.12000524822e-06
284600,5.12000524822e-06
284700,4.86400497834e-06
284800,4.86400497834e-06
284900,5.12000524111e-06
285000,5.12000524111e-06
285100,5.12000524111e-06
285200,4.86400497834e-06
285300,5.12000524111e-06
285400,4.86400497834e-06
285500,5.12000524111e-06
285600,5.12000524822e-06
285700,5.12000524822e-06
285800,5.12000524822e-06
285900,5.12000524111e-06
286000,5.12000524111e-06
286100,4.86400497834e-06
286200,5.12000524111e-06
286300,4.86400497834e-06
286400,5.12000524111e-06
286500,4.86400497834e-06
286600,5.12000524111e-06
286700,4.86400497834e-06
286800,4.86400497834e-06
286900,5.12000524111e-06
287000,5.12000524822e-06
287100,5.12000524822e-06
287200,5.12000524822e-06
287300,4.86400497834e-06
287400,5.12000524111e-06
287500,4.86400497834e-06
287600,5.12000524111e-06
287700,5.12000524111e-06
287800,5.12000524111e-06
287900,5.12000524111e-06
288000,4.86400497834e-06
288100,5.12000524111e-06
288200,5.12000524111e-06
288300,4.86400498545e-06
288400,5.12000524822e-06
288500,4.86400498545e-06
288600,5.12000524822e-06
288700,5.12000524111e-06
288800,4.86400497834e-06
288900,5.12000524111e-06
289000,5.37600550388e-06
289100,5.12000524111e-06
289200,5.12000524111e-06
289300,4.86400498545e-06
289400,5.12000524822e-06
289500,5.12000524822e-06
289600,5.12000524822e-06
289700,4.86400497834e-06
289800,5.12000524111e-06
289900,5.12000524111e-06
290000,5.12000524111e-06
290100,5.12000524111e-06
290200,5.12000524111e-06
290300,5.12000524111e-06
290400,5.12000524111e-06
290500,4.86400497834e-06
290600,4.86400497834e-06
290700,4.86400498545e-06
290800,5.12000524822e-06
290900,4.86400498545e-06
291000,5.12000524822e-06
291100,5.12000524111e-06
291200,5.12000524111e-06
291300,5.12000524111e-06
291400,5.12000524111e-06
291500,5.12000524111e-06
291600,5.12000524111e-06
291700,4.86400497834e-06
291800,5.12000524111e-06
291900,5.12000524111e-06
292000,4.86400497834e-06
292100,5.12000524822e-06
292200,5.12000524822e-06
292300,5.12000524822e-06
292400,5.12000524111e-06
292500,4.86400497834e-06
292600,5.12000524111e-06
292700,4.86400497834e-06
292800,5.12000524111e-06
292900,5.12000524111e-06
293000,5.12000524111e-06
293100,4.86400497834e-06
293200,5.12000524111e-06
293300,5.12000524822e-06
293400,5.12000524822e-06
293500,5.12000524822e-06
293600,5.12000524111e-06
293700,5.12000524111e-06
293800,4.86400497834e-06
293900,5.12000524111e-06
294000,4.86400497834e-06
294100,5.12000524111e-06
294200,5.12000524111e-06
294300,4.86400497834e-06
294400,5.12000524111e-06
294500,5.12000524111e-06
294600,4.86400497834e-06
294700,5.12000524111e-06
294800,4.86400498545e-06
294900,5.12000524822e-06
295000,5.12000524822e-06
295100,5.12000524111e-06
295200,5.12000524111e-06
295300,4.86400497834e-06
295400,5.12000524111e-06
295500,5.12000524111e-06
295600,5.12000524111e-06
295700,4.86400497834e-06
295800,5.12000524111e-06
295900,5.12000524111e-06
296000,5.12000524111e-06
296100,5.12000524111e-06
296200,5.12000524822e-06
296300,4.86400498545e-06
296400,4.86400498545e-06
296500,5.12000524822e-06
296600,5.12000524111e-06
296700,4.86400497834e-06
296800,4.86400497834e-06
296900,5.12000524111e-06
297000,5.12000524111e-06
297100,5.12000524111e-06
297200,4.86400497834e-06
297300,5.12000524111e-06
297400,5.37600550388e-06
297500,5.12000524822e-06
297600,5.12000524111e-06
297700,5.12000524111e-06
297800,4.86400497834e-06
297900,4.86400497834e-06
298000,5.12000524111e-06
298100,4.86400497834e-06
298200,5.12000524111e-06
298300,5.12000524111e-06
298400,5.12000524111e-06
298500,5.12000524111e-06
298600,4.86400497834e-06
298700,5.12000524822e-06
298800,5.12000524822e-06
298900,4.86400498545e-06
299000,5.12000524111e-06
299100,5.12000524111e-06
299200,5.12000524111e-06
299300,5.12000524111e-06
299400,4.86400497834e-06
299500,5.63200576664e-06
299600,5.12000524111e-06
299700,5.12000524822e-06
299800,5.12000524822e-06
299900,4.86400498545e-06
300000,4.86400497834e-06
300100,5.12000524111e-06
300200,5.12000524111e-06
300300,5.12000524111e-06
300400,4.86400497834e-06
300500,5.12000524111e-06
300600,5.12000524822e-06
300700,4.86400498545e-06
300800,5.12000524822e-06
300900,4.86400497834e-06
301000,5.12000524111e-06
301100,5.12000524111e-06
301200,5.12000524111e-06
301300,5.12000524111e-06
301400,4.86400497834e-06
301500,5.12000524111e-06
301600,4.86400497834e-06
301700,4.86400497834e-06
301800,5.12000524822e-06
301900,5.12000524822e-06
302000,5.12000524111e-06
302100,5.12000524111e-06
302200,4.86400497834e-06
302300,5.12000524111e-06
302400,5.12000524111e-06
302500,4.86400497834e-06
302600,4.86400497834e-06
302700,4.86400497834e-06
302800,5.12000524111e-06
302900,5.12000524111e-06
303000,5.12000524822e-06
303100,4.86400498545e-06
303200,5.12000524822e-06
303300,4.86400498545e-06
303400,5.12000524111e-06
303500,5.12000524111e-06
303600,5.12000524111e-06
303700,4.86400497834e-06
303800,4.86400497834e-06
303900,4.86400497834e-06
304000,5.12000524111e-06
304100,5.12000524111e-06
304200,4.86400497834e-06
304300,5.12000524111e-06
304400,5.12000524111e-06
304500,5.12000524111e-06
304600,5.12000524822e-06
304700,5.12000524822e-06
304800,4.86400498545e-06
304900,5.12000524822e-06
305000,5.12000524822e-06
305100,5.12000524111e-06
305200,4.86400497834e-06
305300,4.86400497834e-06
305400,4.86400497834e-06
305500,5.12000524111e-06
305600,5.12000524111e-06
305700,5.12000524111e-06
305800,5.12000524111e-06
305900,5.12000524111e-06
306000,5.12000524822e-06
306100,5.12000524822e-06
306200,4.86400498545e-06
306300,5.12000524111e-06
306400,5.12000524111e-06
306500,5.12000524111e-06
306600,5.12000524111e-06
306700,5.12000524111e-06
306800,5.12000524111e-06
306900,5.12000524111e-06
307000,5.12000524111e-06
307100,4.86400498545e-06
307200,5.12000524822e-06
307300,5.12000524822e-06
307400,5.12000524111e-06
307500,5.12000524111e-06
307600,5.12000524111e-06
307700,5.12000524111e-06
307800,4.86400497834e-06
307900,5.12000524111e-06
308000,5.12000524111e-06
308100,5.12000524111e-06
308200,4.86400497834e-06
308300,4.86400498545e-06
308400,5.12000524822e-06
308500,4.86400498545e-06
308600,5.12000524822e-06
308700,5.12000524111e-06
308800,5.12000524111e-06
308900,5.12000524111e-06
309000,4.86400497834e-06
309100,5.12000524111e-06
309200,5.12000524111e-06
309300,5.12000524111e-06
309400,5.12000524111e-06
309500,4.86400497834e-06
309600,5.12000524111e-06
309700,4.86400498545e-06
309800,5.12000524822e-06
309900,5.12000524822e-06
310000,5.12000524822e-06
310100,4.86400497834e-06
310200,4.86400497834e-06
310300,5.12000524111e-06
310400,5.12000524111e-06
310500,4.86400497834e-06
310600,5.12000524111e-06
310700,5.12000524111e-06
310800,5.12000524822e-06
310900,5.12000524822e-06
311000,5.12000524822e-06
311100,5.12000524111e-06
311200,5.12000524111e-06
311300,5.12000524111e-06
311400,5.12000524111e-06
311500,5.12000524111e-06
311600,5.12000524111e-06
311700,4.86400497834e-06
311800,5.12000524111e-06
311900,5.12000524111e-06
312000,5.12000524822e-06
312100,5.12000524822e-06
312200,4.86400498545e-06
312300,4.86400497834e-06
312400,5.12000524111e-06
312500,5.12000524111e-06
312600,4.86400497834e-06
312700,5.12000524111e-06
312800,5.12000524111e-06
312900,5.12000524111e-06
313000,5.12000524111e-06
313100,5.12000524111e-06
313200,4.86400498545e-06
313300,5.12000524822e-06
313400,4.86400498545e-06
313500,5.12000524822e-06
313600,5.12000524111e-06
313700,4.86400497834e-06
313800,5.12000524111e-06
313900,4.86400497834e-06
314000,5.12000524111e-06
314100,4.86400497834e-06
314200,5.12000524111e-06
314300,5.12000524822e-06
314400,5.12000524822e-06
314500,4.86400498545e-06
314600,5.12000524111e-06
314700,5.12000524111e-06
314800,5.12000524111e-06
314900,5.12000524111e-06
315000,4.86400497834e-06
315100,5.12000524111e-06
315200,5.12000524111e-06
315300,5.12000524111e-06
315400,5.12000524111e-06
315500,5.12000524111e-06
315600,5.12000524111e-06
315700,5.12000524822e-06
315800,5.63200576664e-06
315900,5.12000524111e-06
316000,5.12000524111e-06
316100,4.86400497834e-06
316200,4.86400497834e-06
316300,4.86400497834e-06
316400,5.12000524111e-06
316500,5.12000524822e-06
316600,4.86400498545e-06
316700,5.12000524822e-06
316800,5.12000524111e-06
316900,4.86400497834e-06
317000,5.12000524111e-06
317100,5.12000524111e-06
317200,5.12000524111e-06
317300,5.12000524111e-06
317400,4.86400497834e-06
317500,5.12000524111e-06
317600,5.12000524822e-06
317700,5.12000524822e-06
317800,4.86400498545e-06
317900,5.12000524111e-06
318000,4.86400497834e-06
318100,5.12000524111e-06
318200,5.12000524111e-06
318300,5.12000524111e-06
318400,5.12000524111e-06
318500,5.12000524111e-06
318600,5.12000524111e-06
318700,4.86400497834e-06
318800,4.86400498545e-06
318900,4.86400498545e-06
319000,5.12000524822e-06
319100,5.12000524111e-06
319200,5.12000524111e-06
319300,5.12000524111e-06
319400,5.12000524111e-06
319500,4.86400497834e-06
319600,5.12000524111e-06
319700,4.86400497834e-06
319800,5.12000524111e-06
319900,5.12000524111e-06
320000,5.12000524111e-06
320100,4.86400498545e-06
320200,4.86400498545e-06
320300,4.86400498545e-06
320400,5.12000524111e-06
320500,5.12000524111e-06
320600,4.86400497834e-06
320700,4.86400497834e-06
320800,5.12000524111e-06
320900,4.86400497834e-06
321000,5.12000524111e-06
321100,5.12000524111e-06
321200,4.86400497834e-06
321300,4.86400497834e-06
321400,5.12000524111e-06
321500,5.12000524111e-06
321600,5.12000524822e-06
321700,4.86400498545e-06
321800,5.12000524822e-06
321900,5.12000524111e-06
322000,4.86400497834e-06
322100,4.86400497834e-06
322200,5.12000524111e-06
322300,5.12000524111e-06
322400,5.12000524822e-06
322500,4.86400498545e-06
322600,4.86400498545e-06
322700,4.86400497834e-06
322800,5.12000524111e-06
322900,5.12000524111e-06
323000,4.86400497834e-06
323100,5.12000524111e-06
323200,5.12000524111e-06
323300,5.12000524111e-06
323400,5.12000524111e-06
323500,5.12000524822e-06
323600,5.12000524822e-06
323700,4.86400498545e-06
323800,4.86400497834e-06
323900,5.12000524111e-06
324000,4.86400497834e-06
324100,5.12000524111e-06
324200,4.86400497834e-06
324300,5.12000524111e-06
324400,5.12000524111e-06
324500,4.86400497834e-06
324600,5.12000524111e-06
324700,4.86400498545e-06
324800,5.12000524822e-06
324900,5.12000524822e-06
325000,4.86400498545e-06
325100,5.12000524111e-06
325200,4.86400497834e-06
325300,5.12000524111e-06
325400,5.12000524111e-06
325500,5.12000524111e-06
325600,5.12000524111e-06
325700,4.86400497834e-06
325800,4.86400497834e-06
325900,5.12000524111e-06
326000,5.12000524111e-06
326100,5.12000524111e-06
326200,4.86400498545e-06
326300,5.12000524822e-06
326400,4.86400498545e-06
326500,4.86400498545e-06
326600,5.12000524111e-06
326700,5.12000524111e-06
326800,5.12000524111e-06
326900,5.12000524111e-06
327000,4.86400497834e-06
327100,5.12000524111e-06
327200,4.86400497834e-06
327300,5.12000524111e-06
327400,4.86400497834e-06
327500,5.12000524111e-06
327600,4.86400498545e-06
327700,4.86400498545e-06
327800,4.86400498545e-06
327900,5.12000524822e-06
328000,4.86400498545e-06
328100,5.12000524111e-06
328200,5.12000524111e-06
328300,5.12000524111e-06
328400,5.12000524111e-06
328500,5.12000524111e-06
328600,4.86400497834e-06
328700,4.86400497834e-06
328800,5.12000524111e-06
328900,5.12000524111e-06
329000,5.12000524111e-06
329100,4.86400497834e-06
329200,4.86400497834e-06
329300,4.86400498545e-06
329400,4.86400498545e-06
329500,5.12000524822e-06
329600,4.86400498545e-06
329700,5.12000524111e-06
329800,5.12000524111e-06
329900,5.12000524111e-06
330000,4.86400497834e-06
330100,5.12000524111e-06
330200,5.12000524111e-06
330300,5.12000524111e-06
330400,5.12000524111e-06
330500,4.86400497834e-06
330600,5.12000524111e-06
330700,5.12000524111e-06
330800,5.12000524822e-06
330900,5.12000524822e-06
331000,5.12000524111e-06
331100,5.12000524111e-06
331200,4.86400497834e-06
331300,5.12000524111e-06
331400,5.12000524111e-06
331500,4.86400497834e-06
331600,5.12000524111e-06
331700,5.12000524111e-06
331800,4.86400497834e-06
331900,4.86400497834e-06
332000,4.86400498545e-06
332100,5.12000524822e-06
332200,5.63200576664e-06
332300,4.86400497834e-06
332400,4.86400497834e-06
332500,5.12000524111e-06
332600,5.12000524111e-06
332700,4.86400497834e-06
332800,5.12000524111e-06
332900,4.86400497834e-06
333000,5.12000524111e-06
333100,4.86400498545e-06
333200,5.12000524822e-06
333300,5.12000524822e-06
333400,4.86400497834e-06
333500,5.12000524111e-06
333600,5.12000524111e-06
333700,5.12000524111e-06
333800,5.12000524111e-06
333900,5.12000524111e-06
334000,5.12000524111e-06
334100,5.12000524111e-06
334200,5.12000524111e-06
334300,4.86400498545e-06
334400,5.12000524822e-06
334500,5.12000524822e-06
334600,5.12000524111e-06
334700,4.86400497834e-06
334800,5.12000524111e-06
334900,4.86400497834e-06
335000,5.12000524111e-06
335100,4.86400497834e-06
335200,5.12000524111e-06
335300,4.86400497834e-06
